reporting_week,reporting_month,reporting_quarter,reporting_year,product_group_l1,product_name,product,region,country,channel,channel_type,customer_segment,acquisition_channel,customer_type,volume,revenue
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1245601,382214
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,912715,275886
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,541583,166349
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,193672,55721
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,405458,78923
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,250924,48685
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,166348,32043
2023-05-15,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,57568,12052
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,397263,141755
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,293920,107269
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,171509,57541
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,67481,22575
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,627339,169792
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,480861,136965
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,285329,76436
2023-05-15,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,101665,27146
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1313882,396239
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,806192,253709
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,479623,146964
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,201477,59545
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,411781,78468
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,258902,51180
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,163060,31980
2023-05-22,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,60769,11680
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,428510,150989
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,278274,99849
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,182619,63063
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,64090,21488
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,674449,190894
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,417131,122049
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,264524,73186
2023-05-22,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,102440,29587
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1185056,367454
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,883327,264583
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,517891,157670
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,198140,61918
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,406125,77905
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,275863,54232
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,164825,32140
2023-05-29,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,64180,12714
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,421092,146047
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,293302,106426
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,170945,57738
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,64971,22118
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,688454,186546
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,429794,125809
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,284073,78890
2023-05-29,2023-05-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,105199,30587
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1366954,406799
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,929600,268101
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,507618,153426
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,212516,61765
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,369174,71694
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,246664,51061
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,172560,33015
2023-06-05,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,66029,12725
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,455470,154693
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,305144,102466
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,167000,60560
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,70073,25551
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,657156,180335
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,449146,129091
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,278071,75313
2023-06-05,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,116856,31229
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1366340,406955
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,914315,273298
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,516021,151844
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,205282,62198
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,418400,83284
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,260199,50949
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,151916,30810
2023-06-12,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,63233,12800
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,413282,140520
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,295537,106380
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,164705,58824
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,67014,23698
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,696460,198669
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,507289,149013
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,295929,82204
2023-06-12,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,107403,28956
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1238964,362959
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,938963,285980
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,542738,161933
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,215953,65541
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,394452,76281
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,274234,54985
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,150245,30466
2023-06-19,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,57132,11092
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,434957,159646
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,290350,104886
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,191351,68087
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,69944,25126
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,661747,182120
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,478825,137737
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,306336,87652
2023-06-19,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,106480,31305
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1323233,401603
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,903567,266412
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,571721,169156
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,220949,67844
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,414083,86881
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,270976,56694
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,158691,31766
2023-06-26,2023-06-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,59530,11638
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,472014,162677
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,295507,104654
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,182631,64018
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,71777,26153
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,669502,187390
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,507618,146176
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,268322,74419
2023-06-26,2023-06-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,110209,31022
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1390022,414916
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,928552,283331
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,485954,141675
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,198491,59448
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,359935,74359
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,256805,51544
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,163772,32686
2023-07-03,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,63012,12266
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,423604,146819
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,295977,99679
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,183828,66270
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,65921,23273
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,760336,218055
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,477255,129990
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,270264,76427
2023-07-03,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,115708,33092
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1354273,386491
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,843177,250227
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,522622,163872
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,207040,61611
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,408749,84850
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,276428,56492
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,157071,31602
2023-07-10,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,64524,12935
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,456842,160581
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,321455,115986
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,187946,68089
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,73342,25330
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,707569,206080
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,495062,143289
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,270917,73595
2023-07-10,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,109861,30578
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1369601,424658
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,953268,292675
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,549831,161405
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,202369,58487
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,370891,75029
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,265782,53203
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,145821,29286
2023-07-17,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,59986,12141
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,457574,159154
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,323098,115198
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,176867,63634
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,68247,24743
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,758865,203766
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,467798,135947
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,304908,88742
